tick;positiveVolume [MW];negativeVolume [MW]
19719;3535;3677
19720;3535;3677
19721;3535;3677
19722;3535;3677
19723;3535;3677
19724;3535;3677
19725;3535;3677
19726;3535;3677
19727;3535;3677
19728;3535;3677
19729;3535;3677
19730;3535;3677
19731;3535;3677
19732;3535;3677
19733;3535;3677
19734;3535;3677
19735;3535;3677
19736;3535;3677
19737;3535;3677
19738;3535;3677
19739;3535;3677
19740;3535;3677
19741;3535;3677
19742;3535;3677
19743;3535;3677
19744;3535;3677
19745;3535;3677
19746;3535;3677
19747;3535;3677
19748;3535;3677
19749;3535;3677
19750;3535;3677
19751;3535;3677
19752;3535;3677
19753;3535;3677
19754;3535;3677
19755;3535;3677
19756;3535;3677
19757;3535;3677
19758;3535;3677
19759;3535;3677
19760;3535;3677
19761;3535;3677
19762;3535;3677
19763;3535;3677
19764;3535;3677
19765;3535;3677
19766;3535;3677
19767;3535;3677
19768;3535;3677
19769;3535;3677
19770;3535;3677
19771;3535;3677
19772;3535;3677
19773;3535;3677
19774;3535;3677
19775;3535;3677
19776;3535;3677
19777;3535;3677
19778;3535;3677
19779;3535;3677
19780;3535;3677
19781;3535;3677
19782;3535;3677
19783;3535;3677
19784;3535;3677
19785;3535;3677
19786;3535;3677
19787;3535;3677
19788;3535;3677
19789;3535;3677
19790;3535;3677
19791;3535;3677
19792;3535;3677
19793;3535;3677
19794;3535;3677
19795;3535;3677
19796;3535;3677
19797;3535;3677
19798;3535;3677
19799;3535;3677
19800;3535;3677
19801;3535;3677
19802;3535;3677
19803;3535;3677
19804;3535;3677
19805;3535;3677
19806;3535;3677
19807;3535;3677
19808;3535;3677
19809;3535;3677
19810;3535;3677
19811;3535;3677
19812;3535;3677
19813;3535;3677
19814;3535;3677
19815;3535;3677
19816;3535;3677
19817;3535;3677
19818;3535;3677
19819;3535;3677
19820;3535;3677
19821;3535;3677
19822;3535;3677
19823;3535;3677
19824;3535;3677
19825;3535;3677
19826;3535;3677
19827;3535;3677
19828;3535;3677
19829;3535;3677
19830;3535;3677
19831;3535;3677
19832;3535;3677
19833;3535;3677
19834;3535;3677
19835;3535;3677
19836;3535;3677
19837;3535;3677
19838;3535;3677
19839;3535;3677
19840;3535;3677
19841;3535;3677
19842;3535;3677
19843;3535;3677
19844;3535;3677
19845;3535;3677
19846;3535;3677
19847;3535;3677
19848;3535;3677
19849;3535;3677
19850;3535;3677
19851;3535;3677
19852;3535;3677
19853;3535;3677
19854;3535;3677
19855;3535;3677
19856;3535;3677
19857;3535;3677
19858;3535;3677
19859;3535;3677
19860;3535;3677
19861;3535;3677
19862;3535;3677
19863;3535;3677
19864;3535;3677
19865;3535;3677
19866;3535;3677
19867;3535;3677
19868;3535;3677
19869;3535;3677
19870;3535;3677
19871;3535;3677
19872;3535;3677
19873;3535;3677
19874;3535;3677
19875;3535;3677
19876;3535;3677
19877;3535;3677
19878;3535;3677
19879;3535;3677
19880;3535;3677
19881;3535;3677
19882;3535;3677
19883;3535;3677
19884;3535;3677
19885;3535;3677
19886;3535;3677
19887;3535;3677
19888;3535;3677
19889;3535;3677
19890;3535;3677
19891;3535;3677
19892;3535;3677
19893;3535;3677
19894;3535;3677
19895;3535;3677
19896;3535;3677
19897;3535;3677
19898;3535;3677
19899;3535;3677
19900;3535;3677
19901;3535;3677
19902;3535;3677
19903;3535;3677
19904;3535;3677
19905;3535;3677
19906;3535;3677
19907;3535;3677
19908;3535;3677
19909;3535;3677
19910;3535;3677
19911;3535;3677
19912;3535;3677
19913;3535;3677
19914;3535;3677
19915;3535;3677
19916;3535;3677
19917;3535;3677
19918;3535;3677
19919;3535;3677
19920;3535;3677
19921;3535;3677
19922;3535;3677
19923;3535;3677
19924;3535;3677
19925;3535;3677
19926;3535;3677
19927;3535;3677
19928;3535;3677
19929;3535;3677
19930;3535;3677
19931;3535;3677
19932;3535;3677
19933;3535;3677
19934;3535;3677
19935;3535;3677
19936;3535;3677
19937;3535;3677
19938;3535;3677
19939;3535;3677
19940;3535;3677
19941;3535;3677
19942;3535;3677
19943;3535;3677
19944;3535;3677
19945;3535;3677
19946;3535;3677
19947;3535;3677
19948;3535;3677
19949;3535;3677
19950;3535;3677
19951;3535;3677
19952;3535;3677
19953;3535;3677
19954;3535;3677
19955;3535;3677
19956;3535;3677
19957;3535;3677
19958;3535;3677
19959;3535;3677
19960;3535;3677
19961;3535;3677
19962;3535;3677
19963;3535;3677
19964;3535;3677
19965;3535;3677
19966;3535;3677
19967;3535;3677
19968;3535;3677
19969;3535;3677
19970;3535;3677
19971;3535;3677
19972;3535;3677
19973;3535;3677
19974;3535;3677
19975;3535;3677
19976;3535;3677
19977;3535;3677
19978;3535;3677
19979;3535;3677
19980;3535;3677
19981;3535;3677
19982;3535;3677
19983;3535;3677
19984;3535;3677
19985;3535;3677
19986;3535;3677
19987;3535;3677
19988;3535;3677
19989;3535;3677
19990;3535;3677
19991;3535;3677
19992;3535;3677
19993;3535;3677
19994;3535;3677
19995;3535;3677
19996;3535;3677
19997;3535;3677
19998;3535;3677
19999;3535;3677
20000;3535;3677
20001;3535;3677
20002;3535;3677
20003;3535;3677
20004;3535;3677
20005;3535;3677
20006;3535;3677
20007;3535;3677
20008;3535;3677
20009;3535;3677
20010;3535;3677
20011;3535;3677
20012;3535;3677
20013;3535;3677
20014;3535;3677
20015;3535;3677
20016;3535;3677
20017;3535;3677
20018;3535;3677
20019;3535;3677
20020;3535;3677
20021;3535;3677
20022;3535;3677
20023;3535;3677
20024;3535;3677
20025;3535;3677
20026;3535;3677
20027;3535;3677
20028;3535;3677
20029;3535;3677
20030;3535;3677
20031;3535;3677
20032;3535;3677
20033;3535;3677
20034;3535;3677
20035;3535;3677
20036;3535;3677
20037;3535;3677
20038;3535;3677
20039;3535;3677
20040;3535;3677
20041;3535;3677
20042;3535;3677
20043;3535;3677
20044;3535;3677
20045;3535;3677
20046;3535;3677
20047;3535;3677
20048;3535;3677
20049;3535;3677
20050;3535;3677
20051;3535;3677
20052;3535;3677
20053;3535;3677
20054;3535;3677
20055;3535;3677
20056;3535;3677
20057;3535;3677
20058;3535;3677
20059;3535;3677
20060;3535;3677
20061;3535;3677
20062;3535;3677
20063;3535;3677
20064;3535;3677
20065;3535;3677
20066;3535;3677
20067;3535;3677
20068;3535;3677
20069;3535;3677
20070;3535;3677
20071;3535;3677
20072;3535;3677
20073;3535;3677
20074;3535;3677
20075;3535;3677
20076;3535;3677
20077;3535;3677
20078;3535;3677
20079;3535;3677
20080;3535;3677
20081;3535;3677
20082;3535;3677
20083;3535;3677
20084;3535;3677
20085;3535;3677
20086;3535;3677
20087;3535;3677
20088;3535;3677
20089;3535;3677
20090;3535;3677
20091;3535;3677
20092;3535;3677
20093;3535;3677
20094;3535;3677
20095;3535;3677
20096;3535;3677
20097;3535;3677
20098;3535;3677
20099;3535;3677
20100;3535;3677
20101;3535;3677
20102;3535;3677
20103;3535;3677
20104;3535;3677
20105;3535;3677
20106;3535;3677
20107;3535;3677
20108;3535;3677
20109;3535;3677
20110;3535;3677
20111;3535;3677
20112;3535;3677
20113;3535;3677
20114;3535;3677
20115;3535;3677
20116;3535;3677
20117;3535;3677
20118;3535;3677
20119;3535;3677
20120;3535;3677
20121;3535;3677
20122;3535;3677
20123;3535;3677
20124;3535;3677
20125;3535;3677
20126;3535;3677
20127;3535;3677
20128;3535;3677
20129;3535;3677
20130;3535;3677
20131;3535;3677
20132;3535;3677
20133;3535;3677
20134;3535;3677
20135;3535;3677
20136;3535;3677
20137;3535;3677
20138;3535;3677
20139;3535;3677
20140;3535;3677
20141;3535;3677
20142;3535;3677
20143;3535;3677
20144;3535;3677
20145;3535;3677
20146;3535;3677
20147;3535;3677
20148;3535;3677
20149;3535;3677
20150;3535;3677
20151;3535;3677
20152;3535;3677
20153;3535;3677
20154;3535;3677
20155;3535;3677
20156;3535;3677
20157;3535;3677
20158;3535;3677
20159;3535;3677
20160;3535;3677
20161;3535;3677
20162;3535;3677
20163;3535;3677
20164;3535;3677
20165;3535;3677
20166;3535;3677
20167;3535;3677
20168;3535;3677
20169;3535;3677
20170;3535;3677
20171;3535;3677
20172;3535;3677
20173;3535;3677
20174;3535;3677
20175;3535;3677
20176;3535;3677
20177;3535;3677
20178;3535;3677
20179;3535;3677
20180;3535;3677
20181;3535;3677
20182;3535;3677
20183;3535;3677
20184;3535;3677
20185;3535;3677
20186;3535;3677
20187;3535;3677
20188;3535;3677
20189;3535;3677
20190;3535;3677
20191;3535;3677
20192;3535;3677
20193;3535;3677
20194;3535;3677
20195;3535;3677
20196;3535;3677
20197;3535;3677
20198;3535;3677
20199;3535;3677
20200;3535;3677
20201;3535;3677
20202;3535;3677
20203;3535;3677
20204;3535;3677
20205;3535;3677
20206;3535;3677
20207;3535;3677
20208;3535;3677
20209;3535;3677
20210;3535;3677
20211;3535;3677
20212;3535;3677
20213;3535;3677
20214;3535;3677
20215;3535;3677
20216;3535;3677
20217;3535;3677
20218;3535;3677
20219;3535;3677
20220;3535;3677
20221;3535;3677
20222;3535;3677
20223;3535;3677
20224;3535;3677
20225;3535;3677
20226;3535;3677
20227;3535;3677
20228;3535;3677
20229;3535;3677
20230;3535;3677
20231;3535;3677
20232;3535;3677
20233;3535;3677
20234;3535;3677
20235;3535;3677
20236;3535;3677
20237;3535;3677
20238;3535;3677
20239;3535;3677
20240;3535;3677
20241;3535;3677
20242;3535;3677
20243;3535;3677
20244;3535;3677
20245;3535;3677
20246;3535;3677
20247;3535;3677
20248;3535;3677
20249;3535;3677
20250;3535;3677
20251;3535;3677
20252;3535;3677
20253;3535;3677
20254;3535;3677
20255;3535;3677
20256;3535;3677
20257;3535;3677
20258;3535;3677
20259;3535;3677
20260;3535;3677
20261;3535;3677
20262;3535;3677
20263;3535;3677
20264;3535;3677
20265;3535;3677
20266;3535;3677
20267;3535;3677
20268;3535;3677
20269;3535;3677
20270;3535;3677
20271;3535;3677
20272;3535;3677
20273;3535;3677
20274;3535;3677
20275;3535;3677
20276;3535;3677
20277;3535;3677
20278;3535;3677
20279;3535;3677
20280;3535;3677
20281;3535;3677
20282;3535;3677
20283;3535;3677
20284;3535;3677
20285;3535;3677
20286;3535;3677
20287;3535;3677
20288;3535;3677
20289;3535;3677
20290;3535;3677
20291;3535;3677
20292;3535;3677
20293;3535;3677
20294;3535;3677
20295;3535;3677
20296;3535;3677
20297;3535;3677
20298;3535;3677
20299;3535;3677
20300;3535;3677
20301;3535;3677
20302;3535;3677
20303;3535;3677
20304;3535;3677
20305;3535;3677
20306;3535;3677
20307;3535;3677
20308;3535;3677
20309;3535;3677
20310;3535;3677
20311;3535;3677
20312;3535;3677
20313;3535;3677
20314;3535;3677
20315;3535;3677
20316;3535;3677
20317;3535;3677
20318;3535;3677
20319;3535;3677
20320;3535;3677
20321;3535;3677
20322;3535;3677
20323;3535;3677
20324;3535;3677
20325;3535;3677
20326;3535;3677
20327;3535;3677
20328;3535;3677
20329;3535;3677
20330;3535;3677
20331;3535;3677
20332;3535;3677
20333;3535;3677
20334;3535;3677
20335;3535;3677
20336;3535;3677
20337;3535;3677
20338;3535;3677
20339;3535;3677
20340;3535;3677
20341;3535;3677
20342;3535;3677
20343;3535;3677
20344;3535;3677
20345;3535;3677
20346;3535;3677
20347;3535;3677
20348;3535;3677
20349;3535;3677
20350;3535;3677
20351;3535;3677
20352;3535;3677
20353;3535;3677
20354;3535;3677
20355;3535;3677
20356;3535;3677
20357;3535;3677
20358;3535;3677
20359;3535;3677
20360;3535;3677
20361;3535;3677
20362;3535;3677
20363;3535;3677
20364;3535;3677
20365;3535;3677
20366;3535;3677
20367;3535;3677
20368;3535;3677
20369;3535;3677
20370;3535;3677
20371;3535;3677
20372;3535;3677
20373;3535;3677
20374;3535;3677
20375;3535;3677
20376;3535;3677
20377;3535;3677
20378;3535;3677
20379;3535;3677
20380;3535;3677
20381;3535;3677
20382;3535;3677
20383;3535;3677
20384;3535;3677
20385;3535;3677
20386;3535;3677
20387;3535;3677
20388;3535;3677
20389;3535;3677
20390;3535;3677
20391;3535;3677
20392;3535;3677
20393;3535;3677
20394;3535;3677
20395;3535;3677
20396;3535;3677
20397;3535;3677
20398;3535;3677
20399;3535;3677
20400;3535;3677
20401;3535;3677
20402;3535;3677
20403;3535;3677
20404;3535;3677
20405;3535;3677
20406;3535;3677
20407;3535;3677
20408;3535;3677
20409;3535;3677
20410;3535;3677
20411;3535;3677
20412;3535;3677
20413;3535;3677
20414;3535;3677
20415;3535;3677
20416;3535;3677
20417;3535;3677
20418;3535;3677
20419;3535;3677
20420;3535;3677
20421;3535;3677
20422;3535;3677
20423;3535;3677
20424;3535;3677
20425;3535;3677
20426;3535;3677
20427;3535;3677
20428;3535;3677
20429;3535;3677
20430;3535;3677
20431;3535;3677
20432;3535;3677
20433;3535;3677
20434;3535;3677
20435;3535;3677
20436;3535;3677
20437;3535;3677
20438;3535;3677
20439;3535;3677
20440;3535;3677
20441;3535;3677
20442;3535;3677
20443;3535;3677
20444;3535;3677
20445;3535;3677
20446;3535;3677
20447;3535;3677
20448;3535;3677
20449;3535;3677
20450;3535;3677
20451;3535;3677
20452;3535;3677
20453;3535;3677
20454;3535;3677
20455;3535;3677
20456;3535;3677
20457;3535;3677
20458;3535;3677
20459;3535;3677
20460;3535;3677
20461;3535;3677
20462;3535;3677
20463;3535;3677
20464;3535;3677
20465;3535;3677
20466;3535;3677
20467;3535;3677
20468;3535;3677
20469;3535;3677
20470;3535;3677
20471;3535;3677
20472;3535;3677
20473;3535;3677
20474;3535;3677
20475;3535;3677
20476;3535;3677
20477;3535;3677
20478;3535;3677
20479;3535;3677
20480;3535;3677
20481;3535;3677
20482;3535;3677
20483;3535;3677
20484;3535;3677
20485;3535;3677
20486;3535;3677
20487;3535;3677
20488;3535;3677
20489;3535;3677
20490;3535;3677
20491;3535;3677
20492;3535;3677
20493;3535;3677
20494;3535;3677
20495;3535;3677
20496;3535;3677
20497;3535;3677
20498;3535;3677
20499;3535;3677
20500;3535;3677
20501;3535;3677
20502;3535;3677
20503;3535;3677
20504;3535;3677
20505;3535;3677
20506;3535;3677
20507;3535;3677
20508;3535;3677
20509;3535;3677
20510;3535;3677
20511;3535;3677
20512;3535;3677
20513;3535;3677
20514;3535;3677
20515;3535;3677
20516;3535;3677
20517;3535;3677
20518;3535;3677
20519;3535;3677
20520;3535;3677
20521;3535;3677
20522;3535;3677
20523;3535;3677
20524;3535;3677
20525;3535;3677
20526;3535;3677
20527;3535;3677
20528;3535;3677
20529;3535;3677
20530;3535;3677
20531;3535;3677
20532;3535;3677
20533;3535;3677
20534;3535;3677
20535;3535;3677
20536;3535;3677
20537;3535;3677
20538;3535;3677
20539;3535;3677
20540;3535;3677
20541;3535;3677
20542;3535;3677
20543;3535;3677
20544;3535;3677
20545;3535;3677
20546;3535;3677
20547;3535;3677
20548;3535;3677
20549;3535;3677
20550;3535;3677
20551;3535;3677
20552;3535;3677
20553;3535;3677
20554;3535;3677
20555;3535;3677
20556;3535;3677
20557;3535;3677
20558;3535;3677
20559;3535;3677
20560;3535;3677
20561;3535;3677
20562;3535;3677
20563;3535;3677
20564;3535;3677
20565;3535;3677
20566;3535;3677
20567;3535;3677
20568;3535;3677
20569;3535;3677
20570;3535;3677
20571;3535;3677
20572;3535;3677
20573;3535;3677
20574;3535;3677
20575;3535;3677
20576;3535;3677
20577;3535;3677
20578;3535;3677
20579;3535;3677
20580;3535;3677
20581;3535;3677
20582;3535;3677
20583;3535;3677
20584;3535;3677
20585;3535;3677
20586;3535;3677
20587;3535;3677
20588;3535;3677
20589;3535;3677
20590;3535;3677
20591;3535;3677
20592;3535;3677
20593;3535;3677
20594;3535;3677
20595;3535;3677
20596;3535;3677
20597;3535;3677
20598;3535;3677
20599;3535;3677
20600;3535;3677
20601;3535;3677
20602;3535;3677
20603;3535;3677
20604;3535;3677
20605;3535;3677
20606;3535;3677
20607;3535;3677
20608;3535;3677
20609;3535;3677
20610;3535;3677
20611;3535;3677
20612;3535;3677
20613;3535;3677
20614;3535;3677
20615;3535;3677
20616;3535;3677
20617;3535;3677
20618;3535;3677
20619;3535;3677
20620;3535;3677
20621;3535;3677
20622;3535;3677
20623;3535;3677
20624;3535;3677
20625;3535;3677
20626;3535;3677
20627;3535;3677
20628;3535;3677
20629;3535;3677
20630;3535;3677
20631;3535;3677
20632;3535;3677
20633;3535;3677
20634;3535;3677
20635;3535;3677
20636;3535;3677
20637;3535;3677
20638;3535;3677
20639;3535;3677
20640;3535;3677
20641;3535;3677
20642;3535;3677
20643;3535;3677
20644;3535;3677
20645;3535;3677
20646;3535;3677
20647;3535;3677
20648;3535;3677
20649;3535;3677
20650;3535;3677
20651;3535;3677
20652;3535;3677
20653;3535;3677
20654;3535;3677
20655;3535;3677
20656;3535;3677
20657;3535;3677
20658;3535;3677
20659;3535;3677
20660;3535;3677
20661;3535;3677
20662;3535;3677
20663;3535;3677
20664;3535;3677
20665;3535;3677
20666;3535;3677
20667;3535;3677
20668;3535;3677
20669;3535;3677
20670;3535;3677
20671;3535;3677
20672;3535;3677
20673;3535;3677
20674;3535;3677
20675;3535;3677
20676;3535;3677
20677;3535;3677
20678;3535;3677
20679;3535;3677
20680;3535;3677
20681;3535;3677
20682;3535;3677
20683;3535;3677
20684;3535;3677
20685;3535;3677
20686;3535;3677
20687;3535;3677
20688;3535;3677
20689;3535;3677
20690;3535;3677
20691;3535;3677
20692;3535;3677
20693;3535;3677
20694;3535;3677
20695;3535;3677
20696;3535;3677
20697;3535;3677
20698;3535;3677
20699;3535;3677
20700;3535;3677
20701;3535;3677
20702;3535;3677
20703;3535;3677
20704;3535;3677
20705;3535;3677
20706;3535;3677
20707;3535;3677
20708;3535;3677
20709;3535;3677
20710;3535;3677
20711;3535;3677
20712;3535;3677
20713;3535;3677
20714;3535;3677
20715;3535;3677
20716;3535;3677
20717;3535;3677
20718;3535;3677
20719;3535;3677
20720;3535;3677
20721;3535;3677
20722;3535;3677
20723;3535;3677
20724;3535;3677
20725;3535;3677
20726;3535;3677
20727;3535;3677
20728;3535;3677
20729;3535;3677
20730;3535;3677
20731;3535;3677
20732;3535;3677
20733;3535;3677
20734;3535;3677
20735;3535;3677
20736;3535;3677
20737;3535;3677
20738;3535;3677
20739;3535;3677
20740;3535;3677
20741;3535;3677
20742;3535;3677
20743;3535;3677
20744;3535;3677
20745;3535;3677
20746;3535;3677
20747;3535;3677
20748;3535;3677
20749;3535;3677
20750;3535;3677
20751;3535;3677
20752;3535;3677
20753;3535;3677
20754;3535;3677
20755;3535;3677
20756;3535;3677
20757;3535;3677
20758;3535;3677
20759;3535;3677
20760;3535;3677
20761;3535;3677
20762;3535;3677
20763;3535;3677
20764;3535;3677
20765;3535;3677
20766;3535;3677
20767;3535;3677
20768;3535;3677
20769;3535;3677
20770;3535;3677
20771;3535;3677
20772;3535;3677
20773;3535;3677
20774;3535;3677
20775;3535;3677
20776;3535;3677
20777;3535;3677
20778;3535;3677
20779;3535;3677
20780;3535;3677
20781;3535;3677
20782;3535;3677
20783;3535;3677
20784;3535;3677
20785;3535;3677
20786;3535;3677
20787;3535;3677
20788;3535;3677
20789;3535;3677
20790;3535;3677
20791;3535;3677
20792;3535;3677
20793;3535;3677
20794;3535;3677
20795;3535;3677
20796;3535;3677
20797;3535;3677
20798;3535;3677
20799;3535;3677
20800;3535;3677
20801;3535;3677
20802;3535;3677
20803;3535;3677
20804;3535;3677
20805;3535;3677
20806;3535;3677
20807;3535;3677
20808;3535;3677
20809;3535;3677
20810;3535;3677
20811;3535;3677
20812;3535;3677
20813;3535;3677
20814;3535;3677
20815;3535;3677
20816;3535;3677
20817;3535;3677
20818;3535;3677
20819;3535;3677
20820;3535;3677
20821;3535;3677
20822;3535;3677
20823;3535;3677
20824;3535;3677
20825;3535;3677
20826;3535;3677
20827;3535;3677
20828;3535;3677
20829;3535;3677
20830;3535;3677
20831;3535;3677
20832;3535;3677
20833;3535;3677
20834;3535;3677
20835;3535;3677
20836;3535;3677
20837;3535;3677
20838;3535;3677
20839;3535;3677
20840;3535;3677
20841;3535;3677
20842;3535;3677
20843;3535;3677
20844;3535;3677
20845;3535;3677
20846;3535;3677
20847;3535;3677
20848;3535;3677
20849;3535;3677
20850;3535;3677
20851;3535;3677
20852;3535;3677
20853;3535;3677
20854;3535;3677
20855;3535;3677
20856;3535;3677
20857;3535;3677
20858;3535;3677
20859;3535;3677
20860;3535;3677
20861;3535;3677
20862;3535;3677
20863;3535;3677
20864;3535;3677
20865;3535;3677
20866;3535;3677
20867;3535;3677
20868;3535;3677
20869;3535;3677
20870;3535;3677
20871;3535;3677
20872;3535;3677
20873;3535;3677
20874;3535;3677
20875;3535;3677
20876;3535;3677
20877;3535;3677
20878;3535;3677
20879;3535;3677
20880;3535;3677
20881;3535;3677
20882;3535;3677
20883;3535;3677
20884;3535;3677
20885;3535;3677
20886;3535;3677
20887;3535;3677
20888;3535;3677
20889;3535;3677
20890;3535;3677
20891;3535;3677
20892;3535;3677
20893;3535;3677
20894;3535;3677
20895;3535;3677
20896;3535;3677
20897;3535;3677
20898;3535;3677
20899;3535;3677
20900;3535;3677
20901;3535;3677
20902;3535;3677
20903;3535;3677
20904;3535;3677
20905;3535;3677
20906;3535;3677
20907;3535;3677
20908;3535;3677
20909;3535;3677
20910;3535;3677
20911;3535;3677
20912;3535;3677
20913;3535;3677
20914;3535;3677
20915;3535;3677
20916;3535;3677
20917;3535;3677
20918;3535;3677
20919;3535;3677
20920;3535;3677
20921;3535;3677
20922;3535;3677
20923;3535;3677
20924;3535;3677
20925;3535;3677
20926;3535;3677
20927;3535;3677
20928;3535;3677
20929;3535;3677
20930;3535;3677
20931;3535;3677
20932;3535;3677
20933;3535;3677
20934;3535;3677
20935;3535;3677
20936;3535;3677
20937;3535;3677
20938;3535;3677
20939;3535;3677
20940;3535;3677
20941;3535;3677
20942;3535;3677
20943;3535;3677
20944;3535;3677
20945;3535;3677
20946;3535;3677
20947;3535;3677
20948;3535;3677
20949;3535;3677
20950;3535;3677
20951;3535;3677
20952;3535;3677
20953;3535;3677
20954;3535;3677
20955;3535;3677
20956;3535;3677
20957;3535;3677
20958;3535;3677
20959;3535;3677
20960;3535;3677
20961;3535;3677
20962;3535;3677
20963;3535;3677
20964;3535;3677
20965;3535;3677
20966;3535;3677
20967;3535;3677
20968;3535;3677
20969;3535;3677
20970;3535;3677
20971;3535;3677
20972;3535;3677
20973;3535;3677
20974;3535;3677
20975;3535;3677
20976;3535;3677
20977;3535;3677
20978;3535;3677
20979;3535;3677
20980;3535;3677
20981;3535;3677
20982;3535;3677
20983;3535;3677
20984;3535;3677
20985;3535;3677
20986;3535;3677
20987;3535;3677
20988;3535;3677
20989;3535;3677
20990;3535;3677
20991;3535;3677
20992;3535;3677
20993;3535;3677
20994;3535;3677
20995;3535;3677
20996;3535;3677
20997;3535;3677
20998;3535;3677
20999;3535;3677
21000;3535;3677
21001;3535;3677
21002;3535;3677
21003;3535;3677
21004;3535;3677
21005;3535;3677
21006;3535;3677
21007;3535;3677
21008;3535;3677
21009;3535;3677
21010;3535;3677
21011;3535;3677
21012;3535;3677
21013;3535;3677
21014;3535;3677
21015;3535;3677
21016;3535;3677
21017;3535;3677
21018;3535;3677
21019;3535;3677
21020;3535;3677
21021;3535;3677
21022;3535;3677
21023;3535;3677
21024;3535;3677
21025;3535;3677
21026;3535;3677
21027;3535;3677
21028;3535;3677
21029;3535;3677
21030;3535;3677
21031;3535;3677
21032;3535;3677
21033;3535;3677
21034;3535;3677
21035;3535;3677
21036;3535;3677
21037;3535;3677
21038;3535;3677
21039;3535;3677
21040;3535;3677
21041;3535;3677
21042;3535;3677
21043;3535;3677
21044;3535;3677
21045;3535;3677
21046;3535;3677
21047;3535;3677
21048;3535;3677
21049;3535;3677
21050;3535;3677
21051;3535;3677
21052;3535;3677
21053;3535;3677
21054;3535;3677
21055;3535;3677
21056;3535;3677
21057;3535;3677
21058;3535;3677
21059;3535;3677
21060;3535;3677
21061;3535;3677
21062;3535;3677
21063;3535;3677
21064;3535;3677
21065;3535;3677
21066;3535;3677
21067;3535;3677
21068;3535;3677
21069;3535;3677
21070;3535;3677
21071;3535;3677
21072;3535;3677
21073;3535;3677
21074;3535;3677
21075;3535;3677
21076;3535;3677
21077;3535;3677
21078;3535;3677
21079;3535;3677
21080;3535;3677
21081;3535;3677
21082;3535;3677
21083;3535;3677
21084;3535;3677
21085;3535;3677
21086;3535;3677
21087;3535;3677
21088;3535;3677
21089;3535;3677
21090;3535;3677
21091;3535;3677
21092;3535;3677
21093;3535;3677
21094;3535;3677
21095;3535;3677
21096;3535;3677
21097;3535;3677
21098;3535;3677
21099;3535;3677
21100;3535;3677
21101;3535;3677
21102;3535;3677
21103;3535;3677
21104;3535;3677
21105;3535;3677
21106;3535;3677
21107;3535;3677
21108;3535;3677
21109;3535;3677
21110;3535;3677
21111;3535;3677
21112;3535;3677
21113;3535;3677
21114;3535;3677
21115;3535;3677
21116;3535;3677
21117;3535;3677
21118;3535;3677
21119;3535;3677
21120;3535;3677
21121;3535;3677
21122;3535;3677
21123;3535;3677
21124;3535;3677
21125;3535;3677
21126;3535;3677
21127;3535;3677
21128;3535;3677
21129;3535;3677
21130;3535;3677
21131;3535;3677
21132;3535;3677
21133;3535;3677
21134;3535;3677
21135;3535;3677
21136;3535;3677
21137;3535;3677
21138;3535;3677
21139;3535;3677
21140;3535;3677
21141;3535;3677
21142;3535;3677
21143;3535;3677
21144;3535;3677
21145;3535;3677
21146;3535;3677
21147;3535;3677
21148;3535;3677
21149;3535;3677
21150;3535;3677
21151;3535;3677
21152;3535;3677
21153;3535;3677
21154;3535;3677
21155;3535;3677
21156;3535;3677
21157;3535;3677
21158;3535;3677
21159;3535;3677
21160;3535;3677
21161;3535;3677
21162;3535;3677
21163;3535;3677
21164;3535;3677
21165;3535;3677
21166;3535;3677
21167;3535;3677
21168;3535;3677
21169;3535;3677
21170;3535;3677
21171;3535;3677
21172;3535;3677
21173;3535;3677
21174;3535;3677
21175;3535;3677
21176;3535;3677
21177;3535;3677
21178;3535;3677
21179;3535;3677
21180;3535;3677
21181;3535;3677
21182;3535;3677
21183;3535;3677
21184;3535;3677
21185;3535;3677
21186;3535;3677
21187;3535;3677
21188;3535;3677
21189;3535;3677
21190;3535;3677
21191;3535;3677
21192;3535;3677
21193;3535;3677
21194;3535;3677
21195;3535;3677
21196;3535;3677
21197;3535;3677
21198;3535;3677
21199;3535;3677
21200;3535;3677
21201;3535;3677
21202;3535;3677
21203;3535;3677
21204;3535;3677
21205;3535;3677
21206;3535;3677
21207;3535;3677
21208;3535;3677
21209;3535;3677
21210;3535;3677
21211;3535;3677
21212;3535;3677
21213;3535;3677
21214;3535;3677
21215;3535;3677
21216;3535;3677
21217;3535;3677
21218;3535;3677
21219;3535;3677
21220;3535;3677
21221;3535;3677
21222;3535;3677
21223;3535;3677
21224;3535;3677
21225;3535;3677
21226;3535;3677
21227;3535;3677
21228;3535;3677
21229;3535;3677
21230;3535;3677
21231;3535;3677
21232;3535;3677
21233;3535;3677
21234;3535;3677
21235;3535;3677
21236;3535;3677
21237;3535;3677
21238;3535;3677
21239;3535;3677
21240;3535;3677
21241;3535;3677
21242;3535;3677
21243;3535;3677
21244;3535;3677
21245;3535;3677
21246;3535;3677
21247;3535;3677
21248;3535;3677
21249;3535;3677
21250;3535;3677
21251;3535;3677
21252;3535;3677
21253;3535;3677
21254;3535;3677
21255;3535;3677
21256;3535;3677
21257;3535;3677
21258;3535;3677
21259;3535;3677
21260;3535;3677
21261;3535;3677
21262;3535;3677
21263;3535;3677
21264;3535;3677
21265;3535;3677
21266;3535;3677
21267;3535;3677
21268;3535;3677
21269;3535;3677
21270;3535;3677
